Mfr Name,Division,Carline,Hybrid (Y/N),# Cyl,City FE (MPG),Hwy FE (MPG),Comb FE (MPG),Guzzler?,Transmission,# Gears,Drive Desc,Annual Fuel Cost,Type,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),Smog Rating (Mfr Smog 1-10 Rating on Label),$ You Spend over 5 years,Tailpipe_CO2
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 2WD,N,4,26,29,27,NA,Automatic,8,"2-Wheel Drive, Front",1350,SUV,6,6,5,0,327
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 2WD,N,4,25,30,27,NA,Automatic,6,"2-Wheel Drive, Front",1350,SUV,6,6,5,0,326
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,N,4,24,30,27,NA,Automatic,6,"2-Wheel Drive, Front",1350,SUV,6,6,5,0,328
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,N,4,23,29,25,NA,Manual,5,"2-Wheel Drive, Front",1450,SUV,5,5,5,500,347
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,N,4,23,29,25,NA,Automatic,6,"2-Wheel Drive, Front",1450,SUV,5,5,5,500,353
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS 4WD,N,4,25,26,25,NA,Automatic,8,4-Wheel Drive,1450,SUV,5,5,5,500,347
Mitsubishi Motors Co,Mitsubishi Motors Corporation,ECLIPSE CROSS ES 4WD,N,4,25,28,26,NA,Automatic,8,4-Wheel Drive,1400,SUV,5,5,5,250,337
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,N,4,24,29,26,NA,Automatic,6,4-Wheel Drive,1400,SUV,5,5,5,250,341
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,N,6,20,27,22,NA,Automatic,6,4-Wheel Drive,1900,SUV,4,4,5,2750,402
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,N,4,23,29,26,NA,Automatic,6,4-Wheel Drive,1400,SUV,5,5,5,250,343
Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,N,4,23,28,25,NA,Automatic,6,4-Wheel Drive,1450,SUV,5,5,5,500,353
Nissan,NISSAN,370Z,N,6,19,26,22,N,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,411
Nissan,NISSAN,370Z,N,6,18,26,21,N,Manual,6,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,426
Nissan,NISSAN,370Z Roadster,N,6,18,25,21,N,Automatic,7,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,433
Nissan,NISSAN,370Z Roadster,N,6,17,24,20,N,Manual,6,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,447
Nissan,NISSAN,GT-R,N,6,16,22,18,N,Manual,6,All Wheel Drive,2350,Car,3,3,3,5000,484
Nissan,NISSAN,VERSA,N,4,26,35,29,N,Automatic,4,"2-Wheel Drive, Front",1250,Car,6,6,3,500,306
Nissan,NISSAN,VERSA,N,4,31,39,34,N,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,260
Nissan,NISSAN,VERSA,N,4,27,36,30,N,Manual,5,"2-Wheel Drive, Front",1200,Car,7,7,3,750,296
Nissan,NISSAN,ALTIMA,N,4,27,38,31,N,Automatic,1,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,287
Nissan,NISSAN,ALTIMA,N,6,22,32,26,N,Automatic,7,"2-Wheel Drive, Front",1400,Car,5,5,3,250,347
Nissan,NISSAN,ALTIMA SR,N,4,26,37,30,N,Automatic,7,"2-Wheel Drive, Front",1200,Car,7,7,7,750,296
Nissan,NISSAN,Kicks,N,4,31,36,33,N,Automatic,1,"2-Wheel Drive, Front",1100,Car,8,8,7,1250,272
Nissan,NISSAN,MAXIMA,N,6,21,30,25,N,Automatic,7,"2-Wheel Drive, Front",1700,Car,5,5,3,1750,364
Nissan,NISSAN,SENTRA,N,4,27,33,29,N,Automatic,7,"2-Wheel Drive, Front",1450,Car,6,6,3,500,307
Nissan,NISSAN,SENTRA,N,4,26,32,28,N,Manual,6,"2-Wheel Drive, Front",1500,Car,6,6,3,750,318
Nissan,NISSAN,SENTRA,N,4,29,37,32,N,Automatic,1,"2-Wheel Drive, Front",1100,Car,7,7,7,1250,279
Nissan,NISSAN,SENTRA,N,4,27,35,30,N,Manual,6,"2-Wheel Drive, Front",1200,Car,7,7,1,750,297
Nissan,NISSAN,SENTRA NISMO,N,4,25,30,27,N,Automatic,7,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,330
Nissan,NISSAN,SENTRA NISMO,N,4,25,31,27,N,Manual,6,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,330
Nissan,NISSAN,Rogue Sport,N,4,25,32,28,NA,Automatic,7,"2-Wheel Drive, Front",1300,Station Wagon,6,6,5,250,318
Nissan,NISSAN,Rogue Sport AWD,N,4,24,30,27,NA,Automatic,7,All Wheel Drive,1350,Station Wagon,6,6,5,0,329
Nissan,NISSAN,MURANO AWD,N,6,21,28,24,NA,Automatic,7,All Wheel Drive,1500,Station Wagon,5,5,5,750,376
Nissan,NISSAN,MURANO FWD,N,6,21,28,24,NA,Automatic,7,"2-Wheel Drive, Front",1500,Station Wagon,5,5,5,750,372
Nissan,NISSAN,FRONTIER 2WD,N,4,17,22,19,NA,Automatic,5,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,467
Nissan,NISSAN,FRONTIER 2WD,N,4,19,23,21,NA,Manual,5,"2-Wheel Drive, Rear",1700,Truck,4,4,3,1750,431
Nissan,NISSAN,FRONTIER 2WD,N,6,16,23,19,NA,Automatic,5,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,478
Nissan,NISSAN,FRONTIER 2WD,N,6,16,22,19,NA,Manual,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,479
Nissan,NISSAN,FRONTIER 2WD FFV,N,6,16,22,18,NA,Automatic,5,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,494
Nissan,NISSAN,FRONTIER 4WD,N,6,15,21,17,NA,Automatic,5,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,519
Nissan,NISSAN,FRONTIER 4WD,N,6,16,21,18,NA,Manual,6,Part-time 4-Wheel Drive,2000,Truck,3,3,3,3250,507
Nissan,NISSAN,FRONTIER 4WD FFV,N,6,15,21,17,NA,Automatic,5,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,520
Nissan,NISSAN,TITAN 2WD,N,8,15,21,18,NA,Automatic,7,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,505
Nissan,NISSAN,TITAN 4WD,N,8,15,21,18,NA,Automatic,7,Part-time 4-Wheel Drive,2000,Truck,3,3,3,3250,505
Nissan,NISSAN,TITAN 4WD PRO-4X,N,8,15,20,17,NA,Automatic,7,Part-time 4-Wheel Drive,2100,Truck,3,3,3,3750,529
Nissan,NISSAN,NV200 Cargo Van,N,4,24,26,25,NA,Automatic,1,"2-Wheel Drive, Front",1450,Van,5,5,3,500,356
Nissan,NISSAN,NV200 NYC Taxi,N,4,23,26,24,N,Automatic,1,"2-Wheel Drive, Front",1500,Car,5,5,3,750,363
Nissan,NISSAN,PATHFINDER 2WD,N,6,20,27,23,NA,Automatic,1,"2-Wheel Drive, Front",1550,SUV,5,5,5,1000,395
Nissan,NISSAN,ROGUE FWD,N,4,26,33,29,NA,Automatic,1,"2-Wheel Drive, Front",1250,SUV,6,6,7,500,310
Nissan,NISSAN,ROGUE FWD Hybrid,Y,4,33,35,34,NA,Automatic,7,"2-Wheel Drive, Front",1050,SUV,8,8,3,1500,261
Nissan,NISSAN,PATHFINDER 4WD,N,6,19,26,22,NA,Automatic,1,4-Wheel Drive,1650,SUV,4,4,5,1500,404
Nissan,NISSAN,PATHFINDER 4WD PLATINUM,N,6,19,26,21,NA,Automatic,1,4-Wheel Drive,1700,SUV,4,4,3,1750,424
Nissan,NISSAN,ROGUE AWD,N,4,25,32,27,NA,Automatic,1,All Wheel Drive,1350,SUV,6,6,7,0,324
Nissan,NISSAN,ROGUE AWD Hybrid,Y,4,31,34,33,NA,Automatic,7,All Wheel Drive,1100,SUV,8,8,3,1250,276
Nissan,NISSAN,ARMADA 2WD,N,8,14,19,16,NA,Automatic,7,"2-Wheel Drive, Rear",2250,SUV,2,2,3,4500,555
Nissan,NISSAN,ARMADA 4WD,N,8,13,18,15,NA,Automatic,7,4-Wheel Drive,2400,SUV,2,2,3,5250,587
Pagani Automobili S,Pagani Automobili S.p.A.,Huayra,N,12,11,17,13,Y,Manual,7,"2-Wheel Drive, Rear",3250,Car,1,1,1,9500,671
Porsche,Porsche,911 GT3,N,6,15,20,17,Y,Manual,7,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,522
Porsche,Porsche,911 GT3,N,6,13,21,16,Y,Manual,6,"2-Wheel Drive, Rear",2600,Car,2,2,1,6250,566
Porsche,Porsche,911 GT3 Touring,N,6,14,21,17,Y,Manual,6,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,538
Porsche,Porsche,911 GT2 RS,N,6,15,21,17,N,Manual,7,"2-Wheel Drive, Rear",2450,Car,3,3,1,5500,507
Porsche,Porsche,Boxster,N,4,22,29,25,N,Manual,7,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,353
Porsche,Porsche,Boxster,N,4,21,28,24,N,Manual,6,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,369
Porsche,Porsche,Boxster GTS,N,4,20,26,22,N,Manual,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,400
Porsche,Porsche,Boxster GTS,N,4,19,25,21,N,Manual,6,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,413
Porsche,Porsche,Boxster S,N,4,21,28,24,N,Manual,7,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,372
Porsche,Porsche,Boxster S,N,4,20,26,22,N,Manual,6,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,401
Porsche,Porsche,Cayman,N,4,22,29,25,N,Manual,7,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,353
Porsche,Porsche,Cayman,N,4,21,28,24,N,Manual,6,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,369
Porsche,Porsche,Cayman GTS,N,4,20,26,22,N,Manual,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,400
Porsche,Porsche,Cayman GTS,N,4,19,25,21,N,Manual,6,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,413
Porsche,Porsche,Cayman S,N,4,21,28,24,N,Manual,7,"2-Wheel Drive, Rear",1750,Car,5,5,3,2000,372
Porsche,Porsche,Cayman S,N,4,20,26,22,N,Manual,6,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,401
Porsche,Porsche,911 Carrera,N,6,22,30,25,N,Manual,7,"2-Wheel Drive, Rear",1700,Car,5,5,1,1750,355
Porsche,Porsche,911 Carrera,N,6,20,29,23,N,Manual,7,"2-Wheel Drive, Rear",1850,Car,5,5,1,2500,382
Porsche,Porsche,911 Carrera 4,N,6,22,28,24,N,Manual,7,4-Wheel Drive,1750,Car,5,5,1,2000,362
Porsche,Porsche,911 Carrera 4,N,6,20,28,23,N,Manual,7,4-Wheel Drive,1850,Car,5,5,1,2500,389
Porsche,Porsche,911 Carrera 4 Cabriolet,N,6,21,28,24,N,Manual,7,4-Wheel Drive,1750,Car,5,5,1,2000,370
Porsche,Porsche,911 Carrera 4 Cabriolet,N,6,19,28,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,395
Porsche,Porsche,911 Carrera 4 GTS,N,6,20,26,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,400
Porsche,Porsche,911 Carrera 4 GTS,N,6,18,26,21,N,Manual,7,4-Wheel Drive,2000,Car,4,4,1,3250,414
Porsche,Porsche,911 Carrera 4 GTS Cabriolet,N,6,20,25,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,402
Porsche,Porsche,911 Carrera 4 GTS Cabriolet,N,6,18,26,21,N,Manual,7,4-Wheel Drive,2000,Car,4,4,1,3250,419
Porsche,Porsche,911 Carrera 4S,N,6,21,28,24,N,Manual,7,4-Wheel Drive,1750,Car,5,5,1,2000,373
Porsche,Porsche,911 Carrera 4S,N,6,20,28,23,N,Manual,7,4-Wheel Drive,1850,Car,5,5,1,2500,392
Porsche,Porsche,911 Carrera 4S Cabriolet,N,6,21,28,24,N,Manual,7,4-Wheel Drive,1750,Car,5,5,1,2000,371
Porsche,Porsche,911 Carrera 4S Cabriolet,N,6,19,28,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,396
Porsche,Porsche,911 Carrera Cabriolet,N,6,22,28,24,N,Manual,7,"2-Wheel Drive, Rear",1750,Car,5,5,1,2000,365
Porsche,Porsche,911 Carrera Cabriolet,N,6,20,29,23,N,Manual,7,"2-Wheel Drive, Rear",1850,Car,5,5,1,2500,388
Porsche,Porsche,911 Carrera GTS,N,6,20,26,23,N,Manual,7,"2-Wheel Drive, Rear",1850,Car,5,5,1,2500,391
Porsche,Porsche,911 Carrera GTS,N,6,18,26,21,N,Manual,7,"2-Wheel Drive, Rear",2000,Car,4,4,1,3250,418
Porsche,Porsche,911 Carrera GTS Cabriolet,N,6,20,26,22,N,Manual,7,"2-Wheel Drive, Rear",1900,Car,4,4,1,2750,400
Porsche,Porsche,911 Carrera GTS Cabriolet,N,6,18,26,21,N,Manual,7,"2-Wheel Drive, Rear",2000,Car,4,4,1,3250,415
Porsche,Porsche,911 Carrera S,N,6,22,28,24,N,Manual,7,"2-Wheel Drive, Rear",1750,Car,5,5,1,2000,363
Porsche,Porsche,911 Carrera S,N,6,20,29,23,N,Manual,7,"2-Wheel Drive, Rear",1850,Car,5,5,1,2500,389
Porsche,Porsche,911 Carrera S Cabriolet,N,6,22,28,24,N,Manual,7,"2-Wheel Drive, Rear",1750,Car,5,5,1,2000,367
Porsche,Porsche,911 Carrera S Cabriolet,N,6,20,28,23,N,Manual,7,"2-Wheel Drive, Rear",1850,Car,5,5,1,2500,391
Porsche,Porsche,911 Carrera T,N,6,20,26,22,N,Manual,7,"2-Wheel Drive, Rear",1900,Car,4,4,1,2750,399
Porsche,Porsche,911 Carrera T,N,6,16,25,19,N,Manual,7,"2-Wheel Drive, Rear",2200,Car,3,3,1,4250,461
Porsche,Porsche,911 Targa 4,N,6,22,28,24,N,Manual,7,4-Wheel Drive,1750,Car,5,5,1,2000,367
Porsche,Porsche,911 Targa 4,N,6,19,28,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,395
Porsche,Porsche,911 Targa 4 GTS,N,6,20,26,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,404
Porsche,Porsche,911 Targa 4 GTS,N,6,18,26,21,N,Manual,7,4-Wheel Drive,2000,Car,4,4,1,3250,428
Porsche,Porsche,911 Targa 4S,N,6,21,27,24,N,Manual,7,4-Wheel Drive,1750,Car,5,5,1,2000,376
Porsche,Porsche,911 Targa 4S,N,6,19,28,22,N,Manual,7,4-Wheel Drive,1900,Car,4,4,1,2750,396
Porsche,Porsche,911 Turbo,N,6,19,24,21,N,Manual,7,All Wheel Drive,2000,Car,4,4,1,3250,428
Porsche,Porsche,911 Turbo Cabriolet,N,6,19,24,21,N,Manual,7,All Wheel Drive,2000,Car,4,4,1,3250,430
Porsche,Porsche,911 Turbo S,N,6,19,24,21,N,Manual,7,All Wheel Drive,2000,Car,4,4,1,3250,428
Porsche,Porsche,911 Turbo S Cabriolet,N,6,19,24,21,N,Manual,7,All Wheel Drive,2000,Car,4,4,1,3250,430
Porsche,Porsche,911 Turbo S Exclusive,N,6,17,23,19,N,Manual,7,All Wheel Drive,2200,Car,3,3,1,4250,459
Porsche,Porsche,Panamera,N,6,21,28,24,N,Manual,8,"2-Wheel Drive, Rear",1750,Car,5,5,5,2000,369
Porsche,Porsche,Panamera 4,N,6,21,27,23,N,Manual,8,4-Wheel Drive,1850,Car,5,5,5,2500,378
Porsche,Porsche,Panamera 4 Executive,N,6,21,27,23,N,Manual,8,4-Wheel Drive,1850,Car,5,5,5,2500,378
Porsche,Porsche,Panamera 4 ST,N,6,20,26,23,N,Manual,8,4-Wheel Drive,1850,Car,5,5,5,2500,390
Porsche,Porsche,Panamera 4S,N,6,21,28,23,N,Manual,8,4-Wheel Drive,1850,Car,5,5,5,2500,378
Porsche,Porsche,Panamera 4S Executive,N,6,21,28,23,N,Manual,8,4-Wheel Drive,1850,Car,5,5,5,2500,378
Porsche,Porsche,Panamera 4S ST,N,6,20,26,22,N,Manual,8,4-Wheel Drive,1900,Car,4,4,5,2750,401
Porsche,Porsche,Panamera Turbo,N,8,18,25,21,N,Manual,8,All Wheel Drive,2000,Car,4,4,3,3250,420
Porsche,Porsche,Panamera Turbo Executive,N,8,18,25,21,N,Manual,8,All Wheel Drive,2000,Car,4,4,3,3250,420
Porsche,Porsche,Panamera Turbo ST,N,8,18,23,20,N,Manual,8,All Wheel Drive,2100,Car,4,4,3,3750,449
Porsche,Porsche,Macan,N,4,20,25,22,NA,Manual,7,All Wheel Drive,1900,SUV,4,4,3,2750,399
Porsche,Porsche,Macan GTS,N,6,17,23,19,NA,Manual,7,All Wheel Drive,2200,SUV,3,3,3,4250,461
Porsche,Porsche,Macan S,N,6,17,23,19,NA,Manual,7,All Wheel Drive,2200,SUV,3,3,3,4250,459
Porsche,Porsche,Macan Turbo,N,6,17,23,19,NA,Manual,7,All Wheel Drive,2200,SUV,3,3,1,4250,467
Porsche,Porsche,Cayenne,N,6,18,24,20,NA,Automatic,8,All Wheel Drive,2100,SUV,4,4,3,3750,432
Porsche,Porsche,Cayenne GTS,N,6,16,23,19,NA,Automatic,8,All Wheel Drive,2200,SUV,3,3,3,4250,476
Porsche,Porsche,Cayenne Platinum,N,6,17,23,19,NA,Automatic,8,All Wheel Drive,2200,SUV,3,3,3,4250,453
Porsche,Porsche,Cayenne S,N,6,17,24,20,NA,Automatic,8,All Wheel Drive,2100,SUV,4,4,3,3750,452
Porsche,Porsche,Cayenne Turbo,N,8,14,21,17,NA,Automatic,8,All Wheel Drive,2450,SUV,3,3,1,5500,536
Porsche,Porsche,Cayenne Turbo S,N,8,14,21,17,NA,Automatic,8,All Wheel Drive,2450,SUV,3,3,5,5500,536
FCA US LLC,RAM,1500 4X2,N,6,20,27,23,NA,Automatic,8,"2-Wheel Drive, Rear",1750,Truck,5,4,1,2000,448
FCA US LLC,RAM,1500 4X2,N,6,17,25,20,NA,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,3,2250,450
FCA US LLC,RAM,1500 4X2,N,8,15,22,17,NA,Automatic,8,"2-Wheel Drive, Rear",2300,Truck,3,3,3,4750,513
FCA US LLC,RAM,1500 4X4,N,6,19,27,22,NA,Automatic,8,4-Wheel Drive,1800,Truck,4,3,1,2250,465
FCA US LLC,RAM,1500 4X4,N,6,16,23,19,NA,Automatic,8,4-Wheel Drive,1900,Truck,3,3,3,2750,475
FCA US LLC,RAM,1500 4X4,N,8,13,18,14,NA,Automatic,6,4-Wheel Drive,2800,Truck,1,1,3,7250,614
FCA US LLC,RAM,1500 4X4,N,8,15,21,17,NA,Automatic,8,4-Wheel Drive,2300,Truck,3,3,3,4750,527
FCA US LLC,RAM,Promaster City,N,4,21,28,24,NA,Automatic,9,"2-Wheel Drive, Front",1500,Van,5,5,3,750,374
Rolls-Royce,Rolls-Royce Motor Cars Limited,Dawn,N,12,12,18,14,Y,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,634
Rolls-Royce,Rolls-Royce Motor Cars Limited,Wraith,N,12,12,19,14,Y,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,613
Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost,N,12,12,18,14,Y,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,634
Rolls-Royce,Rolls-Royce Motor Cars Limited,Ghost EWB,N,12,12,18,14,Y,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,634
Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom,N,12,12,19,14,Y,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,623
Rolls-Royce,Rolls-Royce Motor Cars Limited,Phantom EWB,N,12,12,19,14,Y,Automatic,8,"2-Wheel Drive, Rear",3000,Car,1,1,3,8250,623
Subaru,Subaru,BRZ,N,4,24,33,27,N,Automatic,6,"2-Wheel Drive, Rear",1550,Car,6,6,1,1000,322
Subaru,Subaru,BRZ,N,4,21,29,24,N,Manual,6,"2-Wheel Drive, Rear",1750,Car,5,5,1,2000,369
Subaru,Subaru,BRZ tS,N,4,20,27,23,N,Manual,6,"2-Wheel Drive, Rear",1850,Car,5,5,1,2500,384
Subaru,Subaru,WRX,N,4,18,24,21,N,Automatic,8,All Wheel Drive,2000,Car,4,4,1,3250,420
Subaru,Subaru,WRX,N,4,21,27,23,N,Manual,6,All Wheel Drive,1850,Car,5,5,1,2500,383
Subaru,Subaru,WRX,N,4,17,22,19,N,Manual,6,All Wheel Drive,2200,Car,3,3,1,4250,471
Subaru,Subaru,WRX STI TYPE RA,N,4,16,22,18,N,Manual,6,All Wheel Drive,2350,Car,3,3,1,5000,477
Subaru,Subaru,IMPREZA 4-Door,N,4,28,38,32,N,Automatic,7,All Wheel Drive,1100,Car,7,7,6,1250,282
Subaru,Subaru,IMPREZA 4-Door,N,4,24,32,27,N,Manual,5,All Wheel Drive,1350,Car,6,6,6,0,331
Subaru,Subaru,IMPREZA SPORT 4-Door,N,4,27,36,30,N,Automatic,7,All Wheel Drive,1200,Car,7,7,6,750,291
Subaru,Subaru,IMPREZA SPORT 4-Door,N,4,23,31,26,N,Manual,5,All Wheel Drive,1400,Car,5,5,6,250,337
Subaru,Subaru,LEGACY,N,4,25,34,29,N,Automatic,7,All Wheel Drive,1250,Car,6,6,5,500,311
Subaru,Subaru,LEGACY,N,6,20,28,23,N,Automatic,6,All Wheel Drive,1550,Car,5,5,3,1000,387
Subaru,Subaru,IMPREZA 5-Door,N,4,28,37,31,NA,Automatic,7,All Wheel Drive,1150,Station Wagon,7,7,6,1000,282
Subaru,Subaru,IMPREZA 5-Door,N,4,24,31,26,NA,Manual,5,All Wheel Drive,1400,Station Wagon,5,5,6,250,335
Subaru,Subaru,IMPREZA SPORT 5-Door,N,4,27,35,30,NA,Automatic,7,All Wheel Drive,1200,Station Wagon,7,7,6,750,292
Subaru,Subaru,IMPREZA SPORT 5-Door,N,4,22,30,25,NA,Manual,5,All Wheel Drive,1450,Station Wagon,5,5,6,500,351
Subaru,Subaru,CROSSTREK,N,4,27,33,29,NA,Automatic,7,All Wheel Drive,1250,SUV,6,6,6,500,301
Subaru,Subaru,CROSSTREK,N,4,23,29,25,NA,Manual,6,All Wheel Drive,1450,SUV,5,5,6,500,353
Subaru,Subaru,FORESTER,N,4,23,27,25,NA,Automatic,8,All Wheel Drive,1700,SUV,5,5,1,1750,359
Subaru,Subaru,FORESTER,N,4,26,32,28,NA,Automatic,6,All Wheel Drive,1300,SUV,6,6,5,250,315
Subaru,Subaru,FORESTER,N,4,22,28,24,NA,Manual,6,All Wheel Drive,1500,SUV,5,5,5,750,368
Subaru,Subaru,OUTBACK,N,4,25,32,28,NA,Automatic,7,All Wheel Drive,1300,SUV,6,6,5,250,320
Subaru,Subaru,OUTBACK,N,6,20,27,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,3,1500,398
Toyota,TOYOTA,86,N,4,24,32,27,N,Automatic,6,"2-Wheel Drive, Rear",1550,Car,6,6,1,1000,328
Toyota,TOYOTA,86,N,4,21,28,24,N,Manual,6,"2-Wheel Drive, Rear",1750,Car,5,5,1,2000,373
Toyota,TOYOTA,YARIS iA,N,4,32,40,35,N,Automatic,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,249
Toyota,TOYOTA,YARIS iA,N,4,30,39,34,N,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,264
Toyota,TOYOTA,C-HR,N,4,27,31,29,N,Automatic,7,"2-Wheel Drive, Front",1250,Car,6,6,3,500,305
Toyota,TOYOTA,PRIUS c,Y,4,48,43,46,N,Automatic,1,"2-Wheel Drive, Front",800,Car,10,10,7,2750,193
Toyota,TOYOTA,YARIS,N,4,30,35,32,N,Automatic,4,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,278
Toyota,TOYOTA,YARIS,N,4,30,36,33,N,Manual,5,"2-Wheel Drive, Front",1100,Car,8,8,3,1250,271
Toyota,TOYOTA,AVALON,N,6,21,30,24,N,Automatic,6,"2-Wheel Drive, Front",1500,Car,5,5,3,750,366
Toyota,TOYOTA,AVALON HYBRID,Y,4,40,39,40,N,Automatic,6,"2-Wheel Drive, Front",900,Car,9,9,7,2250,223
Toyota,TOYOTA,CAMRY,N,4,29,41,34,N,Automatic,8,"2-Wheel Drive, Front",1050,Car,8,8,7,1500,264
Toyota,TOYOTA,CAMRY,N,6,22,33,26,N,Automatic,8,"2-Wheel Drive, Front",1400,Car,5,5,5,250,338
Toyota,TOYOTA,CAMRY HYBRID LE,Y,4,51,53,52,N,Automatic,6,"2-Wheel Drive, Front",700,Car,10,10,7,3250,170
Toyota,TOYOTA,CAMRY HYBRID XLE/SE,Y,4,44,47,46,N,Automatic,6,"2-Wheel Drive, Front",800,Car,10,10,7,2750,195
Toyota,TOYOTA,CAMRY LE/SE,N,4,28,39,32,N,Automatic,8,"2-Wheel Drive, Front",1100,Car,7,7,7,1250,277
Toyota,TOYOTA,CAMRY XLE/XSE,N,4,28,39,32,N,Automatic,8,"2-Wheel Drive, Front",1100,Car,7,7,7,1250,274
Toyota,TOYOTA,CAMRY XSE,N,6,22,32,26,N,Automatic,8,"2-Wheel Drive, Front",1400,Car,5,5,5,250,345
Toyota,TOYOTA,COROLLA,N,4,28,36,32,N,Automatic,1,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,281
Toyota,TOYOTA,COROLLA,N,4,28,35,31,N,Automatic,7,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,286
Toyota,TOYOTA,COROLLA,N,4,27,35,30,N,Manual,6,"2-Wheel Drive, Front",1200,Car,7,7,3,750,289
Toyota,TOYOTA,COROLLA iM,N,4,28,36,31,N,Automatic,7,"2-Wheel Drive, Front",1150,Car,7,7,5,1000,283
Toyota,TOYOTA,COROLLA iM,N,4,27,35,30,N,Manual,6,"2-Wheel Drive, Front",1200,Car,7,7,5,750,297
Toyota,TOYOTA,COROLLA LE ECO,N,4,30,40,34,N,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,5,1500,263
Toyota,TOYOTA,COROLLA LE ECO,N,4,29,38,33,N,Automatic,1,"2-Wheel Drive, Front",1100,Car,8,8,5,1250,271
Toyota,TOYOTA,PRIUS,Y,4,54,50,52,N,Automatic,1,"2-Wheel Drive, Front",700,Car,10,10,7,3250,170
Toyota,TOYOTA,PRIUS Eco,Y,4,58,53,56,N,Automatic,1,"2-Wheel Drive, Front",650,Car,10,10,7,3500,158
Toyota,TOYOTA,TACOMA 2WD,N,4,20,23,21,NA,Automatic,6,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,422
Toyota,TOYOTA,TACOMA 2WD,N,6,19,24,21,NA,Automatic,6,"2-Wheel Drive, Rear",1700,Truck,4,4,5,1750,431
Toyota,TOYOTA,TACOMA 4WD,N,4,19,22,20,NA,Automatic,6,Part-time 4-Wheel Drive,1800,Truck,4,4,5,2250,441
