Mfr Name,Division,Carline,Hybrid (Y/N),# Cyl,City FE (MPG),Hwy FE (MPG),Comb FE (MPG),Guzzler?,Transmission,# Gears,Drive Desc,Annual Fuel Cost,Type,FE Rating (1-10 rating on Label),GHG Rating (1-10 rating on Label),Smog Rating (Mfr Smog 1-10 Rating on Label),$ You Spend over 5 years,Tailpipe_CO2
Ford Motor Company,Ford,Transit Connect Wagon LWB FWD,N,4,19,27,22,NA,Automatic,6,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,404
Ford Motor Company,Ford,ECOSPORT FWD,N,3,27,29,28,NA,Automatic,6,"2-Wheel Drive, Front",1300,SUV,6,6,3,250,314
Ford Motor Company,Ford,EDGE FWD,N,4,21,29,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,5,750,372
Ford Motor Company,Ford,EDGE FWD,N,4,20,29,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,5,750,370
Ford Motor Company,Ford,EDGE FWD,N,6,17,26,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,3,2250,435
Ford Motor Company,Ford,ESCAPE FWD,N,4,23,30,26,NA,Automatic,6,"2-Wheel Drive, Front",1400,SUV,5,5,3,250,342
Ford Motor Company,Ford,ESCAPE FWD,N,4,21,28,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,5,750,372
Ford Motor Company,Ford,ESCAPE FWD,N,4,21,29,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,3,750,369
Ford Motor Company,Ford,ESCAPE FWD FFV,N,4,21,29,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,3,750,369
Ford Motor Company,Ford,ECOSPORT AWD,N,4,23,29,25,NA,Automatic,6,All Wheel Drive,1450,SUV,5,5,3,500,353
Ford Motor Company,Ford,EDGE AWD,N,4,20,27,23,NA,Automatic,6,All Wheel Drive,1550,SUV,5,5,5,1000,394
Ford Motor Company,Ford,EDGE AWD,N,6,17,24,20,NA,Automatic,6,All Wheel Drive,1800,SUV,4,4,5,2250,453
Ford Motor Company,Ford,EDGE AWD,N,6,17,23,19,NA,Automatic,6,All Wheel Drive,1900,SUV,3,3,3,2750,467
Ford Motor Company,Ford,ESCAPE AWD,N,4,22,28,24,NA,Automatic,6,All Wheel Drive,1500,SUV,5,5,3,750,370
Ford Motor Company,Ford,ESCAPE AWD,N,4,20,27,23,NA,Automatic,6,All Wheel Drive,1550,SUV,5,5,5,1000,387
Ford Motor Company,Ford,Expedition 2WD,N,6,17,24,20,NA,Automatic,10,"2-Wheel Drive, Rear",1800,SUV,4,4,5,2250,441
Ford Motor Company,Ford,Expedition MAX 2WD,N,6,17,23,19,NA,Automatic,10,"2-Wheel Drive, Rear",1900,SUV,3,3,5,2750,464
Ford Motor Company,Ford,EXPLORER FFV 2WD,N,6,17,24,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,3,2250,455
Ford Motor Company,Ford,EXPLORER FWD,N,4,19,27,22,NA,Automatic,6,"2-Wheel Drive, Front",1650,SUV,4,4,3,1500,409
Ford Motor Company,Ford,EXPLORER FWD,N,6,17,24,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,3,2250,453
Ford Motor Company,Ford,Flex FWD,N,6,16,23,19,NA,Automatic,6,"2-Wheel Drive, Front",1900,SUV,3,3,3,2750,468
Ford Motor Company,Ford,Expedition 4WD,N,6,17,22,19,NA,Automatic,10,Part-time 4-Wheel Drive,1900,SUV,3,3,5,2750,466
Ford Motor Company,Ford,Expedition MAX 4WD,N,6,16,21,18,NA,Automatic,10,Part-time 4-Wheel Drive,2000,SUV,3,3,5,3250,494
Ford Motor Company,Ford,EXPLORER AWD,N,4,18,25,21,NA,Automatic,6,All Wheel Drive,1700,SUV,4,4,3,1750,429
Ford Motor Company,Ford,EXPLORER AWD,N,6,16,22,19,NA,Automatic,6,All Wheel Drive,1900,SUV,3,3,3,2750,480
Ford Motor Company,Ford,EXPLORER AWD,N,6,16,22,18,NA,Automatic,6,All Wheel Drive,2000,SUV,3,3,3,3250,486
Ford Motor Company,Ford,EXPLORER FFV AWD,N,6,16,22,18,NA,Automatic,6,All Wheel Drive,2000,SUV,3,3,3,3250,483
Ford Motor Company,Ford,FLEX AWD,N,6,16,22,18,NA,Automatic,6,All Wheel Drive,2000,SUV,3,3,3,3250,494
Ford Motor Company,Ford,FLEX AWD,N,6,15,21,17,NA,Automatic,6,All Wheel Drive,2100,SUV,3,3,3,3750,523
Hyundai,GENESIS,G80 AWD,N,6,17,24,20,N,Automatic,8,All Wheel Drive,2100,Car,4,4,3,3750,453
Hyundai,GENESIS,G80 AWD,N,6,18,25,20,N,Automatic,8,All Wheel Drive,1800,Car,4,4,5,2250,445
Hyundai,GENESIS,G80 AWD,N,8,15,23,18,N,Automatic,8,All Wheel Drive,2350,Car,3,3,5,5000,503
Hyundai,GENESIS,G80 RWD,N,6,17,25,20,N,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,442
Hyundai,GENESIS,G80 RWD,N,6,19,27,22,N,Automatic,8,"2-Wheel Drive, Rear",1650,Car,4,4,5,1500,414
Hyundai,GENESIS,G80 RWD,N,8,16,24,19,N,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,474
Hyundai,GENESIS,G90 AWD,N,6,17,24,20,N,Automatic,8,All Wheel Drive,2100,Car,4,4,3,3750,448
Hyundai,GENESIS,G90 AWD,N,8,15,23,18,N,Automatic,8,All Wheel Drive,2350,Car,3,3,5,5000,493
Hyundai,GENESIS,G90 RWD,N,6,17,24,20,N,Automatic,8,"2-Wheel Drive, Rear",2100,Car,4,4,3,3750,454
Hyundai,GENESIS,G90 RWD,N,8,16,24,19,N,Automatic,8,"2-Wheel Drive, Rear",2200,Car,3,3,5,4250,482
General Motors,GMC,CANYON 2WD,N,4,20,26,22,NA,Automatic,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,406
General Motors,GMC,CANYON 2WD,N,4,20,26,22,NA,Manual,6,"2-Wheel Drive, Rear",1650,Truck,4,4,5,1500,403
General Motors,GMC,CANYON 2WD,N,4,22,30,25,NA,Automatic,6,"2-Wheel Drive, Rear",1600,Truck,5,4,3,1250,413
General Motors,GMC,CANYON 2WD,N,6,18,25,20,NA,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,5,2250,440
General Motors,GMC,CANYON 4WD,N,4,19,24,21,NA,Automatic,6,4-Wheel Drive,1700,Truck,4,4,5,1750,429
General Motors,GMC,CANYON 4WD,N,4,20,28,23,NA,Automatic,6,4-Wheel Drive,1750,Truck,5,4,3,2000,450
General Motors,GMC,CANYON 4WD,N,6,17,24,19,NA,Automatic,8,4-Wheel Drive,1900,Truck,3,3,5,2750,463
General Motors,GMC,C15 SIERRA 2WD,N,6,18,24,20,NA,Automatic,6,"2-Wheel Drive, Rear",1800,Truck,4,4,5,2250,448
General Motors,GMC,C15 SIERRA 2WD,N,8,16,23,19,NA,Automatic,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,475
General Motors,GMC,C15 SIERRA 2WD,N,8,16,23,19,NA,Automatic,6,"2-Wheel Drive, Rear",1900,Truck,3,3,3,2750,475
General Motors,GMC,C15 SIERRA 2WD,N,8,16,22,18,NA,Automatic,8,"2-Wheel Drive, Rear",2000,Truck,3,3,3,3250,495
General Motors,GMC,C15 SIERRA 2WD,N,8,18,24,20,NA,Automatic,8,"2-Wheel Drive, Rear",1800,Truck,4,4,3,2250,447
General Motors,GMC,C15 SIERRA 2WD,N,8,15,21,17,NA,Automatic,8,"2-Wheel Drive, Rear",2450,Truck,3,3,3,5500,517
General Motors,GMC,K15 SIERRA 4WD,N,6,17,22,19,NA,Automatic,6,4-Wheel Drive,1900,Truck,3,3,5,2750,474
General Motors,GMC,K15 SIERRA 4WD,N,8,16,22,18,NA,Automatic,6,4-Wheel Drive,2000,Truck,3,3,3,3250,489
General Motors,GMC,K15 SIERRA 4WD,N,8,16,22,18,NA,Automatic,6,4-Wheel Drive,2000,Truck,3,3,3,3250,489
General Motors,GMC,K15 SIERRA 4WD,N,8,15,20,17,NA,Automatic,8,4-Wheel Drive,2100,Truck,3,3,3,3750,522
General Motors,GMC,K15 SIERRA 4WD,N,8,16,21,18,NA,Automatic,8,4-Wheel Drive,2000,Truck,3,3,3,3250,490
General Motors,GMC,K15 SIERRA 4WD,N,8,15,20,17,NA,Automatic,8,4-Wheel Drive,2450,Truck,3,3,3,5500,524
General Motors,GMC,C15 SIERRA 2WD CAB CHASSIS,N,8,15,20,17,NA,Automatic,6,"2-Wheel Drive, Rear",2100,Truck,3,3,3,3750,523
General Motors,GMC,CANYON CAB CHASSIS 2WD,N,6,15,15,15,NA,Automatic,8,"2-Wheel Drive, Rear",2400,Truck,2,2,5,5250,589
General Motors,GMC,K15 SIERRA 4WD CAB CHASSIS,N,8,15,19,17,NA,Automatic,6,4-Wheel Drive,2100,Truck,3,3,3,3750,523
General Motors,GMC,TERRAIN FWD,N,4,26,30,28,NA,Automatic,9,"2-Wheel Drive, Front",1300,SUV,6,6,5,250,316
General Motors,GMC,TERRAIN FWD,N,4,28,39,32,NA,Automatic,6,"2-Wheel Drive, Front",1250,SUV,7,6,3,500,319
General Motors,GMC,TERRAIN FWD,N,4,22,28,24,NA,Automatic,9,"2-Wheel Drive, Front",1750,SUV,5,5,5,2000,369
General Motors,GMC,TERRAIN AWD,N,4,24,28,26,NA,Automatic,9,All Wheel Drive,1400,SUV,5,5,5,250,339
General Motors,GMC,TERRAIN AWD,N,4,28,38,32,NA,Automatic,6,All Wheel Drive,1250,SUV,7,6,3,500,319
General Motors,GMC,TERRAIN AWD,N,4,21,26,23,NA,Automatic,9,All Wheel Drive,1850,SUV,5,5,5,2500,386
General Motors,GMC,ACADIA FWD,N,4,21,26,23,NA,Automatic,6,"2-Wheel Drive, Front",1550,SUV,5,5,3,1000,386
General Motors,GMC,ACADIA FWD,N,6,18,25,21,NA,Automatic,6,"2-Wheel Drive, Front",1700,SUV,4,4,5,1750,423
General Motors,GMC,C1500 YUKON 2WD,N,8,16,23,19,NA,Automatic,6,"2-Wheel Drive, Rear",1900,SUV,3,3,3,2750,468
General Motors,GMC,C1500 YUKON 2WD,N,8,16,23,19,NA,Automatic,6,"2-Wheel Drive, Rear",1900,SUV,3,3,3,2750,468
General Motors,GMC,C1500 YUKON 2WD,N,8,14,23,17,NA,Automatic,10,"2-Wheel Drive, Rear",2450,SUV,3,3,3,5500,517
General Motors,GMC,C1500 YUKON XL 2WD,N,8,16,23,19,NA,Automatic,6,"2-Wheel Drive, Rear",1900,SUV,3,3,3,2750,468
General Motors,GMC,C1500 YUKON XL 2WD,N,8,16,23,19,NA,Automatic,6,"2-Wheel Drive, Rear",1900,SUV,3,3,3,2750,468
General Motors,GMC,C1500 YUKON XL 2WD,N,8,14,23,17,NA,Automatic,10,"2-Wheel Drive, Rear",2450,SUV,3,3,3,5500,517
General Motors,GMC,ACADIA AWD,N,4,21,25,23,NA,Automatic,6,All Wheel Drive,1550,SUV,5,5,3,1000,392
General Motors,GMC,ACADIA AWD,N,6,17,25,20,NA,Automatic,6,All Wheel Drive,1800,SUV,4,4,5,2250,442
General Motors,GMC,K1500 YUKON 4WD,N,8,16,22,18,NA,Automatic,6,4-Wheel Drive,2000,SUV,3,3,3,3250,497
General Motors,GMC,K1500 YUKON 4WD,N,8,16,22,18,NA,Automatic,6,4-Wheel Drive,2000,SUV,3,3,3,3250,497
General Motors,GMC,K1500 YUKON 4WD,N,8,14,22,17,NA,Automatic,10,4-Wheel Drive,2450,SUV,3,3,3,5500,523
General Motors,GMC,K1500 YUKON XL 4WD,N,8,15,22,18,NA,Automatic,6,4-Wheel Drive,2000,SUV,3,3,3,3250,504
General Motors,GMC,K1500 YUKON XL 4WD,N,8,15,22,18,NA,Automatic,6,4-Wheel Drive,2000,SUV,3,3,3,3250,504
General Motors,GMC,K1500 YUKON XL 4WD,N,8,14,21,16,NA,Automatic,10,4-Wheel Drive,2600,SUV,2,2,3,6250,548
Honda,Honda,CIVIC 2Dr,N,4,31,40,35,N,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,256
Honda,Honda,CIVIC 2Dr,N,4,30,41,35,N,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,258
Honda,Honda,CIVIC 2Dr,N,4,28,38,32,N,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,3,250,279
Honda,Honda,CIVIC 2Dr,N,4,30,39,34,N,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,262
Honda,Honda,CIVIC 2Dr,N,4,28,39,32,N,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,278
Honda,Honda,ACCORD 2.0T SPORT/TOURING,N,4,22,32,26,N,Automatic,10,"2-Wheel Drive, Front",1400,Car,5,5,7,250,345
Honda,Honda,CIVIC 4Dr,N,4,32,42,36,N,Automatic,1,"2-Wheel Drive, Front",1000,Car,8,8,3,1750,247
Honda,Honda,CIVIC 4Dr,N,4,31,42,35,N,Manual,6,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,251
Honda,Honda,CIVIC 4Dr,N,4,28,38,32,N,Manual,6,"2-Wheel Drive, Front",1300,Car,7,7,3,250,279
Honda,Honda,CIVIC 4Dr,N,4,31,40,34,N,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,257
Honda,Honda,CIVIC 4Dr,N,4,28,40,32,N,Manual,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,273
Honda,Honda,ACCORD,N,4,30,38,33,N,Automatic,1,"2-Wheel Drive, Front",1100,Car,8,8,7,1250,266
Honda,Honda,ACCORD,N,4,29,35,31,N,Automatic,7,"2-Wheel Drive, Front",1150,Car,7,7,7,1000,282
Honda,Honda,ACCORD,N,4,26,35,30,N,Manual,6,"2-Wheel Drive, Front",1200,Car,7,7,6,750,298
Honda,Honda,ACCORD,N,4,47,47,47,N,Automatic,1,"2-Wheel Drive, Front",750,Car,10,10,7,3000,187
Honda,Honda,ACCORD,N,4,23,34,27,N,Automatic,10,"2-Wheel Drive, Front",1350,Car,6,6,7,0,330
Honda,Honda,ACCORD,N,4,22,32,26,N,Manual,6,"2-Wheel Drive, Front",1400,Car,5,5,6,250,344
Honda,Honda,CIVIC 5Dr,N,4,31,40,34,N,Automatic,1,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,259
Honda,Honda,CIVIC 5Dr,N,4,30,36,32,N,Automatic,7,"2-Wheel Drive, Front",1300,Car,7,7,3,250,274
Honda,Honda,CIVIC 5Dr,N,4,29,38,33,N,Manual,6,"2-Wheel Drive, Front",1100,Car,8,8,3,1250,269
Honda,Honda,CIVIC 5Dr,N,4,29,38,33,N,Manual,6,"2-Wheel Drive, Front",1250,Car,8,8,3,500,269
Honda,Honda,CIVIC 5Dr,N,4,22,28,25,N,Manual,6,"2-Wheel Drive, Front",1700,Car,5,5,3,1750,360
Honda,Honda,FIT,N,4,33,40,36,NA,Automatic,1,"2-Wheel Drive, Front",1000,Station Wagon,8,8,7,1750,246
Honda,Honda,FIT,N,4,31,36,33,NA,Automatic,7,"2-Wheel Drive, Front",1100,Station Wagon,8,8,7,1250,267
Honda,Honda,FIT,N,4,29,36,31,NA,Manual,6,"2-Wheel Drive, Front",1150,Station Wagon,7,7,3,1000,282
Honda,Honda,HR-V AWD,N,4,27,31,29,NA,Automatic,1,All Wheel Drive,1250,Station Wagon,6,6,3,500,314
Honda,Honda,HR-V AWD,N,4,27,31,29,NA,Automatic,7,All Wheel Drive,1250,Station Wagon,6,6,3,500,314
Honda,Honda,HR-V FWD,N,4,28,34,31,NA,Automatic,1,"2-Wheel Drive, Front",1150,Station Wagon,7,7,3,1000,289
Honda,Honda,HR-V FWD,N,4,28,34,31,NA,Automatic,7,"2-Wheel Drive, Front",1150,Station Wagon,7,7,3,1000,289
Honda,Honda,HR-V FWD,N,4,25,33,28,NA,Manual,6,"2-Wheel Drive, Front",1300,Station Wagon,6,6,3,250,314
Honda,Honda,RIDGELINE FWD,N,6,19,26,22,NA,Automatic,6,"2-Wheel Drive, Front",1650,Truck,4,4,3,1500,410
Honda,Honda,RIDGELINE AWD,N,6,18,25,21,NA,Automatic,6,All Wheel Drive,1700,Truck,4,4,3,1750,424
Honda,Honda,ODYSSEY FWD,N,6,19,28,22,NA,Automatic,10,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,395
Honda,Honda,ODYSSEY FWD,N,6,19,28,22,NA,Automatic,9,"2-Wheel Drive, Front",1650,Van,4,4,3,1500,406
Honda,Honda,CR-V FWD,N,4,28,34,30,NA,Automatic,1,"2-Wheel Drive, Front",1200,SUV,7,7,5,750,292
Honda,Honda,CR-V FWD,N,4,26,32,28,NA,Automatic,1,"2-Wheel Drive, Front",1300,SUV,6,6,5,250,312
Honda,Honda,PILOT FWD,N,6,19,27,22,NA,Automatic,6,"2-Wheel Drive, Front",1650,SUV,4,4,3,1500,405
Honda,Honda,PILOT FWD,N,6,20,27,23,NA,Automatic,9,"2-Wheel Drive, Front",1550,SUV,5,5,3,1000,388
Honda,Honda,CR-V AWD,N,4,27,33,29,NA,Automatic,1,All Wheel Drive,1250,SUV,6,6,5,500,303
Honda,Honda,CR-V AWD,N,4,25,31,27,NA,Automatic,1,All Wheel Drive,1350,SUV,6,6,5,0,327
Honda,Honda,PILOT AWD,N,6,18,26,21,NA,Automatic,6,All Wheel Drive,1700,SUV,4,4,3,1750,421
Honda,Honda,PILOT AWD,N,6,19,26,22,NA,Automatic,9,All Wheel Drive,1650,SUV,4,4,3,1500,408
Hyundai,HYUNDAI MOTOR COMPANY,Accent,N,4,28,38,32,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,3,1250,277
Hyundai,HYUNDAI MOTOR COMPANY,Accent,N,4,28,37,31,N,Manual,6,"2-Wheel Drive, Front",1150,Car,7,7,3,1000,284
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,32,40,35,N,Manual,7,"2-Wheel Drive, Front",1050,Car,8,8,3,1500,256
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,26,33,29,N,Manual,7,"2-Wheel Drive, Front",1250,Car,6,6,3,500,305
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,22,30,25,N,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,356
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,28,37,32,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,7,7,5,1250,281
Hyundai,HYUNDAI MOTOR COMPANY,Elantra,N,4,26,36,29,N,Manual,6,"2-Wheel Drive, Front",1250,Car,6,6,5,500,301
Hyundai,HYUNDAI MOTOR COMPANY,Elantra SE,N,4,29,38,33,N,Automatic,6,"2-Wheel Drive, Front",1100,Car,8,8,5,1250,272
Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID,Y,4,39,44,41,N,Manual,6,"2-Wheel Drive, Front",900,Car,9,9,7,2250,217
Hyundai,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,Y,4,40,46,42,N,Manual,6,"2-Wheel Drive, Front",850,Car,9,9,7,2500,212
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,26,32,28,N,Manual,7,"2-Wheel Drive, Front",1300,Car,6,6,3,250,317
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,22,29,25,N,Manual,6,"2-Wheel Drive, Front",1450,Car,5,5,3,500,363
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,24,32,27,N,Automatic,6,"2-Wheel Drive, Front",1350,Car,6,6,3,0,327
Hyundai,HYUNDAI MOTOR COMPANY,Elantra GT,N,4,23,31,26,N,Manual,6,"2-Wheel Drive, Front",1400,Car,5,5,3,250,338
Hyundai,HYUNDAI MOTOR COMPANY,Ioniq,Y,4,55,54,55,N,Manual,6,"2-Wheel Drive, Front",650,Car,10,10,7,3500,163
Hyundai,HYUNDAI MOTOR COMPANY,Ioniq Blue,Y,4,57,59,58,N,Manual,6,"2-Wheel Drive, Front",600,Car,10,10,7,3750,154
Hyundai,HYUNDAI MOTOR COMPANY,Sonata,N,4,28,37,31,N,Manual,7,"2-Wheel Drive, Front",1150,Car,7,7,5,1000,284
Hyundai,HYUNDAI MOTOR COMPANY,Sonata,N,4,23,32,26,N,Automatic,8,"2-Wheel Drive, Front",1400,Car,5,5,5,250,342
Hyundai,HYUNDAI MOTOR COMPANY,Sonata,N,4,25,35,28,N,Automatic,6,"2-Wheel Drive, Front",1300,Car,6,6,5,250,316
Hyundai,HYUNDAI MOTOR COMPANY,Sonata SE,N,4,25,36,29,N,Automatic,6,"2-Wheel Drive, Front",1250,Car,6,6,5,500,308
Hyundai,HYUNDAI MOTOR COMPANY,Kona FWD,N,4,28,32,30,NA,Manual,7,"2-Wheel Drive, Front",1200,SUV,7,7,3,750,303
Hyundai,HYUNDAI MOTOR COMPANY,Kona FWD,N,4,27,33,30,NA,Automatic,6,"2-Wheel Drive, Front",1200,SUV,7,7,5,750,300
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe FWD,N,6,18,25,21,NA,Automatic,6,"2-Wheel Drive, Front",1700,SUV,4,4,3,1750,427
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,N,4,20,28,23,NA,Automatic,6,"2-Wheel Drive, Front",1550,SUV,5,5,3,1000,388
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport FWD,N,4,21,27,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,5,750,379
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE FWD,N,4,20,27,23,NA,Automatic,6,"2-Wheel Drive, Front",1550,SUV,5,5,3,1000,396
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate FWD,N,6,17,23,20,NA,Automatic,6,"2-Wheel Drive, Front",1800,SUV,4,4,3,2250,457
Hyundai,HYUNDAI MOTOR COMPANY,Tucson FWD,N,4,25,30,27,NA,Manual,7,"2-Wheel Drive, Front",1350,SUV,6,6,3,0,334
Hyundai,HYUNDAI MOTOR COMPANY,Tucson FWD,N,4,23,30,26,NA,Automatic,6,"2-Wheel Drive, Front",1400,SUV,5,5,3,250,342
Hyundai,HYUNDAI MOTOR COMPANY,Tucson FWD,N,4,21,28,24,NA,Automatic,6,"2-Wheel Drive, Front",1500,SUV,5,5,3,750,375
Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,N,4,26,29,27,NA,Manual,7,All Wheel Drive,1350,SUV,6,6,3,0,324
Hyundai,HYUNDAI MOTOR COMPANY,Kona AWD,N,4,25,30,27,NA,Automatic,6,All Wheel Drive,1350,SUV,6,6,5,0,326
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe AWD,N,6,18,24,20,NA,Automatic,6,All Wheel Drive,1800,SUV,4,4,3,2250,433
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,N,4,19,26,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,3,1500,410
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,N,4,20,26,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,5,1500,406
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport ULTIMATE AWD,N,4,19,24,21,NA,Automatic,6,All Wheel Drive,1700,SUV,4,4,3,1750,425
Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Ultimate AWD,N,6,17,22,19,NA,Automatic,6,All Wheel Drive,1900,SUV,3,3,3,2750,475
Hyundai,HYUNDAI MOTOR COMPANY,Tucson AWD,N,4,24,28,25,NA,Manual,7,All Wheel Drive,1450,SUV,5,5,3,500,355
Hyundai,HYUNDAI MOTOR COMPANY,Tucson AWD,N,4,21,26,23,NA,Automatic,6,All Wheel Drive,1550,SUV,5,5,3,1000,388
Hyundai,HYUNDAI MOTOR COMPANY,Tucson AWD,N,4,21,25,22,NA,Automatic,6,All Wheel Drive,1650,SUV,4,4,3,1500,396
Nissan,INFINITI,Q60,N,4,22,30,25,N,Automatic,7,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,353
Nissan,INFINITI,Q60,N,6,19,28,22,N,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,405
Nissan,INFINITI,Q60 AWD,N,4,21,28,24,N,Automatic,7,All Wheel Drive,1750,Car,5,5,3,2000,374
Nissan,INFINITI,Q60 AWD,N,6,19,27,22,N,Automatic,7,All Wheel Drive,1900,Car,4,4,3,2750,408
Nissan,INFINITI,Q60 AWD RED SPORT,N,6,19,26,21,N,Automatic,7,All Wheel Drive,2000,Car,4,4,3,3250,424
Nissan,INFINITI,Q60 RED SPORT,N,6,20,27,22,N,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,405
Nissan,INFINITI,Q50 HYBRID,Y,6,27,32,29,N,Automatic,7,"2-Wheel Drive, Rear",1450,Car,6,6,3,500,308
Nissan,INFINITI,Q50 HYBRID AWD,Y,6,26,30,28,N,Automatic,7,All Wheel Drive,1500,Car,6,6,3,750,321
Nissan,INFINITI,QX30,N,4,24,33,27,N,Manual,7,"2-Wheel Drive, Front",1550,Car,6,6,3,1000,324
Nissan,INFINITI,QX30 AWD,N,4,21,30,25,N,Manual,7,All Wheel Drive,1700,Car,5,5,3,1750,362
Nissan,INFINITI,Q50,N,4,23,30,25,N,Automatic,7,"2-Wheel Drive, Rear",1700,Car,5,5,3,1750,349
Nissan,INFINITI,Q50,N,6,20,29,23,N,Automatic,7,"2-Wheel Drive, Rear",1850,Car,5,5,3,2500,387
Nissan,INFINITI,Q50 AWD,N,4,22,28,24,N,Automatic,7,All Wheel Drive,1750,Car,5,5,3,2000,368
Nissan,INFINITI,Q50 AWD,N,6,19,27,22,N,Automatic,7,All Wheel Drive,1900,Car,4,4,3,2750,408
Nissan,INFINITI,Q50 AWD RED SPORT,N,6,19,26,22,N,Automatic,7,All Wheel Drive,1900,Car,4,4,3,2750,405
Nissan,INFINITI,Q50 RED SPORT,N,6,20,26,22,N,Automatic,7,"2-Wheel Drive, Rear",1900,Car,4,4,3,2750,404
Nissan,INFINITI,Q70,N,6,18,25,21,N,Automatic,7,"2-Wheel Drive, Rear",2000,Car,4,4,3,3250,433
Nissan,INFINITI,Q70,N,8,16,24,19,N,Automatic,7,"2-Wheel Drive, Rear",2200,Car,3,3,3,4250,464
Nissan,INFINITI,Q70 AWD,N,6,18,24,20,N,Automatic,7,All Wheel Drive,2100,Car,4,4,3,3750,442
Nissan,INFINITI,Q70 AWD,N,8,16,23,18,N,Automatic,7,All Wheel Drive,2350,Car,3,3,3,5000,490
Nissan,INFINITI,Q70 HYBRID,Y,6,28,33,30,N,Automatic,7,"2-Wheel Drive, Rear",1400,Car,7,7,3,250,296
Nissan,INFINITI,QX60 FWD,N,6,20,27,22,NA,Automatic,7,"2-Wheel Drive, Front",1900,SUV,4,4,5,2750,399
Nissan,INFINITI,QX60 AWD,N,6,19,26,22,NA,Automatic,7,All Wheel Drive,1900,SUV,4,4,5,2750,410
Nissan,INFINITI,QX80 2WD,N,8,14,20,16,NA,Automatic,7,"2-Wheel Drive, Rear",2600,SUV,2,2,3,6250,547
Nissan,INFINITI,QX80 4WD,N,8,13,19,15,NA,Automatic,7,4-Wheel Drive,2800,SUV,2,2,3,7250,593
Jaguar Land Rover L,Jaguar,F-TYPE Convertible,N,4,23,30,26,N,Automatic,8,"2-Wheel Drive, Rear",1600,Car,5,5,7,1250,346
